bookID,title,authors,language_code,num_pages,publication_date
933,Memoirs of a Geisha,Arthur Golden,eng,497,06/04/1998
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,eng,334,05/06/2003
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,eng,58,02/01/2006
944,Jungle Love,Margaret Johnson/Philip Prowse,eng,95,08/01/2002
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,eng,0,01/01/2005
960,Angels & Demons (Robert Langdon  #1),Dan Brown,eng,736,04/01/2006
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,spa,508,12/01/2005
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,spa,18,12/01/2005
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,eng,489,3/28/2006
969,The Da Vinci Code,Dan Brown,eng,467,3/28/2006
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,fre,744,05/03/2005
975,Deception Point,Dan Brown,eng,736,04/01/2006
977,Deception Point,Dan Brown,eng,585,05/01/2004
980,Deception Point,Dan Brown,eng,448,08/01/2005
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,eng,383,02/01/2005
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,eng,258,10/01/1998
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,eng,320,09/01/2005
1007,Think and Grow Rich,Napoleon Hill,eng,368,08/07/2004
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,eng,256,06/07/2006
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,eng,288,06/01/2005
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,eng,384,12/28/2004
1052,The Richest Man in Babylon,George S. Clason,eng,194,02/01/2008
1053,The Richest Man in Babylon,George S. Clason,eng,4,6/17/2005
1059,Shibumi,Trevanian/Gisela Stege,eng,480,05/10/2005
1067,1776,David McCullough,eng,386,07/04/2006
1068,1776,Peter  Stone/Sherman Edwards,eng,192,11/18/1976
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,eng,284,7/15/2000
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,eng,418,03/04/2009
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,eng,5,3/15/2005
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,eng,399,07/05/2005
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,eng,384,04/04/2002
1103,Snow Flower and the Secret Fan,Lisa See,eng,269,2/21/2006
1110,The Broker,John Grisham,eng,422,9/26/2006
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,eng,1344,07/12/1975
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,eng,320,7/25/2006
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,eng,201,06/10/1999
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,eng,288,04/01/2005
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,eng,405,11/26/2003
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,eng,245,10/01/2005
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,eng,432,4/18/2003
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,eng,368,5/15/2005
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,eng,68,2/16/1993
1169,Monkey Business,Sarah Mlynowski,eng,392,9/24/2004
1171,Liar's Poker,Michael   Lewis,eng,256,10/01/1990
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,eng,214,06/01/1993
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,eng,64,03/01/2001
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,eng,256,04/04/2006
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,eng,256,2/22/2005
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,eng,240,04/03/2007
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,eng,256,9/26/2006
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,eng,304,3/25/2003
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,eng,287,10/01/2004
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,eng,320,10/17/2006
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,spa,250,08/01/2006
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,eng,496,12/08/2006
1218,The Last Assassin (John Rain  #5),Barry Eisler,eng,338,06/01/2006
1226,Life of Pi,Yann Martel,eng,401,05/03/2004
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,fre,448,11/24/2005
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,eng,400,09/01/1999
1241,A Million Little Pieces,James Frey,eng,515,9/22/2005
1242,A Million Little Pieces of Feces,Python Bonkers,eng,256,02/10/2006
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,eng,191,3/28/2006
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,eng,458,08/07/2003
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,eng,193,02/01/1993
1255,Leadership in Organizations,Gary Yukl,en-GB,542,07/07/2005
1265,Leadership,Rudolph W. Giuliani,eng,397,10/01/2002
1274,Men Are from Mars  Women Are from Venus,John Gray,eng,368,04/03/2012
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,eng,368,10/21/1998
1281,Men Are from Mars  Women Are from Venus,John Gray,eng,2,04/03/2007
1290,How to Succeed with Women,Ron  Louis/David Copeland,eng,320,10/29/1998
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng,512,6/25/2002
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,eng,468,05/04/1980
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,eng,317,3/17/2004
1302,Juiced Official Strategy Guide,Doug Walsh,eng,112,06/01/2005
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,eng,452,09/01/2000
1305,Gates of Fire,Steven Pressfield,eng,392,9/27/2005
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,eng,414,03/01/1992
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,eng,721,6/18/2001
1315,The Afghan Campaign,Steven Pressfield,eng,354,07/01/2006
1317,Tides of War,Steven Pressfield,eng,448,8/28/2001
1318,Last of the Amazons,Steven Pressfield,eng,400,07/01/2003
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,eng,168,04/01/2003
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,eng,176,5/30/2002
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,eng,340,4/24/2006
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,eng,160,1/30/1973
1327,Phaedrus,Plato/Robin Waterfield,eng,128,1/16/2003
1328,Phaedrus,Plato/C.J. Rowe,eng,176,8/25/2005
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,eng,157,12/01/1991
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,eng,125,02/11/2019
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,eng,272,6/15/2006
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,eng,233,09/01/1998
1351,Statesman,Plato/C.J. Rowe,eng,128,3/15/1999
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,en-GB,208,1/29/2004
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,eng,716,1/30/2003
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,eng,622,09/01/1954
1364,The History (Great Minds),Herodotus/Henry Francis Cary,eng,613,11/01/1992
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,eng,772,11/19/1998
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,eng,653,8/30/1970
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,eng,464,1/17/1992
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,eng,816,3/25/1997
1369,The History,Herodotus/Peter Grene,eng,710,3/14/1987
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,eng,683,4/29/1999
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,eng,574,03/12/1997
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,eng,588,04/03/2004
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,eng,1556,11/01/1999
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,eng,462,1/30/2003
1377,The Iliad,Homer/W.H.D. Rouse,eng,312,08/01/1999
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,eng,216,9/15/2000
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,eng,541,11/30/2006
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,eng,515,11/05/1998
1383,The Odyssey,Homer/Richmond Lattimore,eng,374,06/01/1999
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,eng,324,1/30/2003
1387,The Odyssey,Homer/W.H.D. Rouse,eng,304,08/01/1999
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,eng,161,01/01/2001
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,mul,607,10/01/1999
1403,City Eclogue,Ed Roberson,eng,136,1/30/2006
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,eng,180,09/02/1999
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,eng,272,12/03/1997
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,eng,1808,11/07/2002
1419,The Complete Works,William Shakespeare,eng,1248,10/13/1991
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,eng,289,08/01/2005
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,eng,137,02/01/1994
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,eng,272,05/01/1995
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,eng,212,9/28/1996
1426,Warrior of the Light,Paulo Coelho,eng,142,3/30/2004
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,eng,336,07/03/2006
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,eng,208,5/23/2006
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,eng,256,4/26/2000
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,eng,210,06/01/2006
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,eng,148,12/01/2001
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,eng,129,5/30/2000
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,eng,240,5/29/2000
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,eng,450,3/24/2015
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,mul,496,01/01/1919
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,eng,172,10/01/1993
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,mul,400,01/01/1921
1445,The Peloponnesian War,Thucydides/Steven Lattimore,eng,530,06/01/1998
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,eng,554,7/17/1998
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,eng,480,01/01/1923
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,eng,34,1/30/1989
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,eng,221,2/15/1955
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,eng,228,1/15/1969
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,eng,307,11/15/1968
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,eng,312,08/01/2006
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,eng,432,08/01/1990
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,eng,255,1/15/1992
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,eng,264,4/15/2002
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,eng,206,3/27/2003
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,mul,432,01/01/1994
1475,Medea,Euripides/Donald J. Mastronarde,grc,431,9/16/2002
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,eng,360,1/26/2006
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,eng,160,2/22/2001
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,eng,192,11/09/2000
1486,The Trojan Women and Hippolytus,Euripides,eng,64,7/17/2002
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,eng,128,7/17/2004
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,eng,282,12/20/2001
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,mul,528,2/15/1995
1494,Alcestis,Euripides/William Arrowsmith,eng,142,02/01/1990
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,mul,464,09/01/1998
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,eng,116,08/10/2006
1504,Euripides: Medea,William Allan,eng,160,10/31/2002
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,eng,69,9/13/1965
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,mul,528,12/01/1999
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,mul,605,6/15/2002
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,eng,144,03/09/2006
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,eng,672,08/01/1992
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,eng,171,5/15/1969
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,eng,188,02/01/1992
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,eng,304,10/07/2004
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,eng,335,02/07/1984
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,eng,224,9/15/1998
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,eng,160,8/30/1961
1525,The Oresteia,Aeschylus/Ted Hughes,eng,208,09/04/2004
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,eng,178,11/01/1997
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,eng,358,08/01/1992
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,eng,95,1/22/2004
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,eng,127,1/20/2004
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,en-GB,232,01/01/1998
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,eng,151,9/24/1996
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,eng,208,6/17/2004
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,eng,254,5/15/1969
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,eng,288,05/01/1996
1538,The Complete Plays,Sophocles/Paul Roche,eng,420,03/01/2001
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,eng,259,11/01/2002
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,eng,430,01/03/2000
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,eng,304,3/15/2003
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,eng,223,10/18/1994
1548,Electra and Other Plays,Sophocles/E.F. Watling,eng,218,4/30/1953
1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,eng,178,9/17/1998
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,eng,75,6/22/2006
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,eng,390,09/01/1958
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,grc,214,08/01/2006
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,eng,144,07/01/2005
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,eng,624,11/01/1984
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,eng,256,8/27/1996
1562,The Complete Plays,Aristophanes/Moses Hadas,eng,577,03/01/1984
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,eng,336,1/29/1998
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,eng,480,9/15/1998
1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,eng,241,1/30/2003
1568,Acharnians,Aristophanes/Jeffrey Henderson,eng,96,05/01/2003
1571,Clouds,Aristophanes/Kenneth James Dover,eng,254,12/15/1969
1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,grc,624,12/15/1998
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,eng,224,2/28/1964
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,eng,400,01/06/2003
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,grc,608,05/01/2002
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,eng,80,12/29/1983
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,eng,376,10/01/1995
1586,Lysistrata,Aristophanes/Douglass Parker,eng,98,02/01/1970
1590,Peace,Aristophanes/S. Douglas Olson,eng,408,2/25/1999
1591,Lysistrata,Aristophanes/Sarah Ruden,eng,132,03/01/2003
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,eng,335,7/27/1978
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,en-GB,238,4/13/2000
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,eng,226,5/18/2004
1620,The Night Gardener,George Pelecanos,eng,372,08/08/2006
1625,Twelfth Night,William Shakespeare,eng,272,07/01/2004
1627,Brokeback Mountain,Annie Proulx,eng,55,12/02/2005
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,en-GB,267,12/31/2002
1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,eng,176,8/27/2001
